DriverID,Year,Tracks,Team,Ranking,LapTime
2,2022,Bahrain International Circuit,Mercedes,22,80.4
3,2022,Bahrain International Circuit,Red Bull,14,76.4
4,2022,Bahrain International Circuit,Red Bull,3,70.9
5,2022,Bahrain International Circuit,Ferrari,6,72.4
6,2022,Bahrain International Circuit,Ferrari,4,71.4
7,2022,Bahrain International Circuit,Aston Martin,5,71.9
8,2022,Bahrain International Circuit,Aston Martin,18,78.4
9,2022,Bahrain International Circuit,McLaren,13,75.9
10,2022,Bahrain International Circuit,McLaren,9,73.9
11,2022,Bahrain International Circuit,Alpine,8,73.4
12,2022,Bahrain International Circuit,Alpine,20,79.4
13,2022,Bahrain International Circuit,Alfa Romeo,21,79.9
14,2022,Bahrain International Circuit,Alfa Romeo,2,70.4
15,2022,Bahrain International Circuit,Haas,12,75.4
16,2022,Bahrain International Circuit,Haas,16,77.4
17,2022,Bahrain International Circuit,AlphaTauri,17,77.9
18,2022,Bahrain International Circuit,AlphaTauri,7,72.9
19,2022,Bahrain International Circuit,Williams,10,74.4
20,2022,Bahrain International Circuit,Williams,19,78.9
21,2022,Bahrain International Circuit,AlphaTauri,15,76.9
22,2022,Bahrain International Circuit,Haas,1,69.9
1,2022,Yas Marina,Mercedes,13,74.19
2,2022,Yas Marina,Mercedes,8,71.69
3,2022,Yas Marina,Red Bull,10,72.69
4,2022,Yas Marina,Red Bull,21,78.19
5,2022,Yas Marina,Ferrari,14,74.69
6,2022,Yas Marina,Ferrari,6,70.69
7,2022,Yas Marina,Aston Martin,20,77.69
8,2022,Yas Marina,Aston Martin,5,70.19
9,2022,Yas Marina,McLaren,16,75.69
10,2022,Yas Marina,McLaren,7,71.19
11,2022,Yas Marina,Alpine,22,78.69
12,2022,Yas Marina,Alpine,2,68.69
13,2022,Yas Marina,Alfa Romeo,12,73.69
14,2022,Yas Marina,Alfa Romeo,9,72.19
15,2022,Yas Marina,Haas,19,77.19
16,2022,Yas Marina,Haas,3,69.19
17,2022,Yas Marina,AlphaTauri,18,76.69
18,2022,Yas Marina,AlphaTauri,15,75.19
19,2022,Yas Marina,Williams,11,73.19
20,2022,Yas Marina,Williams,4,69.69
21,2022,Yas Marina,AlphaTauri,1,68.19
22,2022,Yas Marina,Haas,17,76.19
1,2022,Red Bull Ring,Mercedes,16,71.99
2,2022,Red Bull Ring,Mercedes,20,73.99
3,2022,Red Bull Ring,Red Bull,18,72.99
4,2022,Red Bull Ring,Red Bull,4,65.99
5,2022,Red Bull Ring,Ferrari,19,73.49
6,2022,Red Bull Ring,Ferrari,9,68.49
7,2022,Red Bull Ring,Aston Martin,17,72.49
8,2022,Red Bull Ring,Aston Martin,7,67.49
9,2022,Red Bull Ring,McLaren,11,69.49
10,2022,Red Bull Ring,McLaren,2,64.99
11,2022,Red Bull Ring,Alpine,12,69.99
12,2022,Red Bull Ring,Alpine,21,74.49
13,2022,Red Bull Ring,Alfa Romeo,10,68.99
14,2022,Red Bull Ring,Alfa Romeo,6,66.99
15,2022,Red Bull Ring,Haas,15,71.49
16,2022,Red Bull Ring,Haas,22,74.99
17,2022,Red Bull Ring,AlphaTauri,5,66.49
18,2022,Red Bull Ring,AlphaTauri,3,65.49
19,2022,Red Bull Ring,Williams,8,67.99
20,2022,Red Bull Ring,Williams,1,64.49
21,2022,Red Bull Ring,AlphaTauri,13,70.49
22,2022,Red Bull Ring,Haas,14,70.99
1,2022,Zandvoort,Mercedes,16,75.73
2,2022,Zandvoort,Mercedes,7,71.23
3,2022,Zandvoort,Red Bull,9,72.23
4,2022,Zandvoort,Red Bull,10,72.73
5,2022,Zandvoort,Ferrari,20,77.73
6,2022,Zandvoort,Ferrari,6,70.73
7,2022,Zandvoort,Aston Martin,19,77.23
8,2022,Zandvoort,Aston Martin,21,78.23
9,2022,Zandvoort,McLaren,5,70.23
10,2022,Zandvoort,McLaren,8,71.73
11,2022,Zandvoort,Alpine,11,73.23
12,2022,Zandvoort,Alpine,15,75.23
13,2022,Zandvoort,Alfa Romeo,22,78.73
14,2022,Zandvoort,Alfa Romeo,13,74.23
15,2022,Zandvoort,Haas,2,68.73
16,2022,Zandvoort,Haas,3,69.23
17,2022,Zandvoort,AlphaTauri,12,73.73
18,2022,Zandvoort,AlphaTauri,17,76.23
19,2022,Zandvoort,Williams,14,74.73
20,2022,Zandvoort,Williams,4,69.73
21,2022,Zandvoort,AlphaTauri,1,68.23
22,2022,Zandvoort,Haas,18,76.73
1,2022,Imola,Mercedes,20,87.05
2,2022,Imola,Mercedes,13,83.55
3,2022,Imola,Red Bull,2,78.05
4,2022,Imola,Red Bull,22,88.05
5,2022,Imola,Ferrari,9,81.55
6,2022,Imola,Ferrari,16,85.05
7,2022,Imola,Aston Martin,1,77.55
8,2022,Imola,Aston Martin,11,82.55
9,2022,Imola,McLaren,5,79.55
10,2022,Imola,McLaren,17,85.55
11,2022,Imola,Alpine,18,86.05
12,2022,Imola,Alpine,4,79.05
13,2022,Imola,Alfa Romeo,21,87.55
14,2022,Imola,Alfa Romeo,19,86.55
15,2022,Imola,Haas,12,83.05
16,2022,Imola,Haas,3,78.55
17,2022,Imola,AlphaTauri,8,81.05
18,2022,Imola,AlphaTauri,14,84.05
19,2022,Imola,Williams,15,84.55
20,2022,Imola,Williams,6,80.05
21,2022,Imola,AlphaTauri,10,82.05
22,2022,Imola,Haas,7,80.55
1,2022,Hockenheim,Mercedes,6,67.76
2,2022,Hockenheim,Mercedes,21,75.26
3,2022,Hockenheim,Red Bull,3,66.26
4,2022,Hockenheim,Red Bull,18,73.76
5,2022,Hockenheim,Ferrari,15,72.26
6,2022,Hockenheim,Ferrari,13,71.26
7,2022,Hockenheim,Aston Martin,5,67.26
8,2022,Hockenheim,Aston Martin,4,66.76
9,2022,Hockenheim,McLaren,22,75.76
10,2022,Hockenheim,McLaren,16,72.76
11,2022,Hockenheim,Alpine,17,73.26
12,2022,Hockenheim,Alpine,1,65.26
13,2022,Hockenheim,Alfa Romeo,14,71.76
14,2022,Hockenheim,Alfa Romeo,2,65.76
15,2022,Hockenheim,Haas,10,69.76
16,2022,Hockenheim,Haas,11,70.26
17,2022,Hockenheim,AlphaTauri,8,68.76
18,2022,Hockenheim,AlphaTauri,19,74.26
19,2022,Hockenheim,Williams,9,69.26
20,2022,Hockenheim,Williams,12,70.76
21,2022,Hockenheim,AlphaTauri,7,68.26
22,2022,Hockenheim,Haas,20,74.76
1,2022,Marina Bay,Mercedes,12,79.54
2,2022,Marina Bay,Mercedes,16,81.54
3,2022,Marina Bay,Red Bull,20,83.54
4,2022,Marina Bay,Red Bull,11,79.04
5,2022,Marina Bay,Ferrari,22,84.54
6,2022,Marina Bay,Ferrari,17,82.04
7,2022,Marina Bay,Aston Martin,18,82.54
8,2022,Marina Bay,Aston Martin,8,77.54
9,2022,Marina Bay,McLaren,9,78.04
10,2022,Marina Bay,McLaren,2,74.54
11,2022,Marina Bay,Alpine,21,84.04
12,2022,Marina Bay,Alpine,3,75.04
13,2022,Marina Bay,Alfa Romeo,5,76.04
14,2022,Marina Bay,Alfa Romeo,4,75.54
15,2022,Marina Bay,Haas,13,80.04
16,2022,Marina Bay,Haas,1,74.04
17,2022,Marina Bay,AlphaTauri,15,81.04
18,2022,Marina Bay,AlphaTauri,6,76.54
19,2022,Marina Bay,Williams,7,77.04
20,2022,Marina Bay,Williams,19,83.04
21,2022,Marina Bay,AlphaTauri,10,78.54
22,2022,Marina Bay,Haas,14,80.54
1,2022,Albert Park,Mercedes,4,68.25
2,2022,Albert Park,Mercedes,1,66.75
3,2022,Albert Park,Red Bull,16,74.25
4,2022,Albert Park,Red Bull,9,70.75
5,2022,Albert Park,Ferrari,13,72.75
6,2022,Albert Park,Ferrari,20,76.25
7,2022,Albert Park,Aston Martin,14,73.25
8,2022,Albert Park,Aston Martin,6,69.25
9,2022,Albert Park,McLaren,22,77.25
10,2022,Albert Park,McLaren,7,69.75
11,2022,Albert Park,Alpine,15,73.75
12,2022,Albert Park,Alpine,3,67.75
13,2022,Albert Park,Alfa Romeo,12,72.25
14,2022,Albert Park,Alfa Romeo,19,75.75
15,2022,Albert Park,Haas,11,71.75
16,2022,Albert Park,Haas,10,71.25
17,2022,Albert Park,AlphaTauri,8,70.25
18,2022,Albert Park,AlphaTauri,5,68.75
19,2022,Albert Park,Williams,21,76.75
20,2022,Albert Park,Williams,18,75.25
21,2022,Albert Park,AlphaTauri,2,67.25
22,2022,Albert Park,Haas,17,74.75
1,2022,Circuit of the Americas,Mercedes,2,73.37
2,2022,Circuit of the Americas,Mercedes,4,74.37
3,2022,Circuit of the Americas,Red Bull,9,76.87
4,2022,Circuit of the Americas,Red Bull,19,81.87
5,2022,Circuit of the Americas,Ferrari,7,75.87
6,2022,Circuit of the Americas,Ferrari,14,79.37
7,2022,Circuit of the Americas,Aston Martin,6,75.37
8,2022,Circuit of the Americas,Aston Martin,20,82.37
9,2022,Circuit of the Americas,McLaren,18,81.37
10,2022,Circuit of the Americas,McLaren,3,73.87
11,2022,Circuit of the Americas,Alpine,16,80.37
12,2022,Circuit of the Americas,Alpine,12,78.37
13,2022,Circuit of the Americas,Alfa Romeo,17,80.87
14,2022,Circuit of the Americas,Alfa Romeo,15,79.87
15,2022,Circuit of the Americas,Haas,11,77.87
16,2022,Circuit of the Americas,Haas,21,82.87
17,2022,Circuit of the Americas,AlphaTauri,13,78.87
18,2022,Circuit of the Americas,AlphaTauri,1,72.87
19,2022,Circuit of the Americas,Williams,10,77.37
20,2022,Circuit of the Americas,Williams,8,76.37
21,2022,Circuit of the Americas,AlphaTauri,5,74.87
22,2022,Circuit of the Americas,Haas,22,83.37
1,2022,Shanghai,Mercedes,18,71.32
2,2022,Shanghai,Mercedes,17,70.82
3,2022,Shanghai,Red Bull,20,72.32
4,2022,Shanghai,Red Bull,1,62.82
5,2022,Shanghai,Ferrari,8,66.32
6,2022,Shanghai,Ferrari,11,67.82
7,2022,Shanghai,Aston Martin,5,64.82
8,2022,Shanghai,Aston Martin,14,69.32
9,2022,Shanghai,McLaren,13,68.82
10,2022,Shanghai,McLaren,3,63.82
11,2022,Shanghai,Alpine,12,68.32
12,2022,Shanghai,Alpine,21,72.82
13,2022,Shanghai,Alfa Romeo,19,71.82
14,2022,Shanghai,Alfa Romeo,22,73.32
15,2022,Shanghai,Haas,2,63.32
16,2022,Shanghai,Haas,10,67.32
17,2022,Shanghai,AlphaTauri,15,69.82
18,2022,Shanghai,AlphaTauri,4,64.32
19,2022,Shanghai,Williams,6,65.32
20,2022,Shanghai,Williams,9,66.82
21,2022,Shanghai,AlphaTauri,16,70.32
22,2022,Shanghai,Haas,7,65.82
1,2022,Sochi,Mercedes,2,77.84
2,2022,Sochi,Mercedes,14,83.84
3,2022,Sochi,Red Bull,22,87.84
4,2022,Sochi,Red Bull,11,82.34
5,2022,Sochi,Ferrari,17,85.34
6,2022,Sochi,Ferrari,9,81.34
7,2022,Sochi,Aston Martin,18,85.84
8,2022,Sochi,Aston Martin,7,80.34
9,2022,Sochi,McLaren,20,86.84
10,2022,Sochi,McLaren,16,84.84
11,2022,Sochi,Alpine,12,82.84
12,2022,Sochi,Alpine,21,87.34
13,2022,Sochi,Alfa Romeo,19,86.34
14,2022,Sochi,Alfa Romeo,5,79.34
15,2022,Sochi,Haas,13,83.34
16,2022,Sochi,Haas,3,78.34
17,2022,Sochi,AlphaTauri,6,79.84
18,2022,Sochi,AlphaTauri,4,78.84
19,2022,Sochi,Williams,10,81.84
20,2022,Sochi,Williams,1,77.34
21,2022,Sochi,AlphaTauri,8,80.84
22,2022,Sochi,Haas,15,84.34
1,2022,Sepang,Mercedes,7,71.86
2,2022,Sepang,Mercedes,8,72.36
3,2022,Sepang,Red Bull,12,74.36
4,2022,Sepang,Red Bull,21,78.86
5,2022,Sepang,Ferrari,22,79.36
6,2022,Sepang,Ferrari,19,77.86
7,2022,Sepang,Aston Martin,17,76.86
8,2022,Sepang,Aston Martin,10,73.36
9,2022,Sepang,McLaren,3,69.86
10,2022,Sepang,McLaren,6,71.36
11,2022,Sepang,Alpine,20,78.36
12,2022,Sepang,Alpine,18,77.36
13,2022,Sepang,Alfa Romeo,11,73.86
14,2022,Sepang,Alfa Romeo,14,75.36
15,2022,Sepang,Haas,13,74.86
16,2022,Sepang,Haas,15,75.86
17,2022,Sepang,AlphaTauri,4,70.36
18,2022,Sepang,AlphaTauri,2,69.36
19,2022,Sepang,Williams,9,72.86
20,2022,Sepang,Williams,1,68.86
21,2022,Sepang,AlphaTauri,5,70.86
22,2022,Sepang,Haas,16,76.36
1,2022,Istanbul Park,Mercedes,13,84.09
2,2022,Istanbul Park,Mercedes,10,82.59
3,2022,Istanbul Park,Red Bull,6,80.59
4,2022,Istanbul Park,Red Bull,18,86.59
5,2022,Istanbul Park,Ferrari,22,88.59
6,2022,Istanbul Park,Ferrari,12,83.59
7,2022,Istanbul Park,Aston Martin,19,87.09
8,2022,Istanbul Park,Aston Martin,5,80.09
9,2022,Istanbul Park,McLaren,15,85.09
10,2022,Istanbul Park,McLaren,21,88.09
11,2022,Istanbul Park,Alpine,16,85.59
12,2022,Istanbul Park,Alpine,2,78.59
13,2022,Istanbul Park,Alfa Romeo,11,83.09
14,2022,Istanbul Park,Alfa Romeo,17,86.09
15,2022,Istanbul Park,Haas,8,81.59
16,2022,Istanbul Park,Haas,3,79.09
17,2022,Istanbul Park,AlphaTauri,1,78.09
18,2022,Istanbul Park,AlphaTauri,14,84.59
19,2022,Istanbul Park,Williams,20,87.59
20,2022,Istanbul Park,Williams,9,82.09
21,2022,Istanbul Park,AlphaTauri,4,79.59
22,2022,Istanbul Park,Haas,7,81.09
1,2022,Baku City Circuit,Mercedes,19,80.7
2,2022,Baku City Circuit,Mercedes,11,76.7
3,2022,Baku City Circuit,Red Bull,12,77.2
4,2022,Baku City Circuit,Red Bull,16,79.2
5,2022,Baku City Circuit,Ferrari,5,73.7
6,2022,Baku City Circuit,Ferrari,14,78.2
7,2022,Baku City Circuit,Aston Martin,2,72.2
8,2022,Baku City Circuit,Aston Martin,10,76.2
9,2022,Baku City Circuit,McLaren,15,78.7
10,2022,Baku City Circuit,McLaren,18,80.2
11,2022,Baku City Circuit,Alpine,22,82.2
12,2022,Baku City Circuit,Alpine,1,71.7
13,2022,Baku City Circuit,Alfa Romeo,9,75.7
14,2022,Baku City Circuit,Alfa Romeo,13,77.7
15,2022,Baku City Circuit,Haas,8,75.2
16,2022,Baku City Circuit,Haas,21,81.7
17,2022,Baku City Circuit,AlphaTauri,3,72.7
18,2022,Baku City Circuit,AlphaTauri,17,79.7
19,2022,Baku City Circuit,Williams,6,74.2
20,2022,Baku City Circuit,Williams,7,74.7
21,2022,Baku City Circuit,AlphaTauri,20,81.2
22,2022,Baku City Circuit,Haas,4,73.2
1,2022,Las Vegas Street Circuit,Mercedes,9,68.64
2,2022,Las Vegas Street Circuit,Mercedes,10,69.14
3,2022,Las Vegas Street Circuit,Red Bull,4,66.14
4,2022,Las Vegas Street Circuit,Red Bull,5,66.64
5,2022,Las Vegas Street Circuit,Ferrari,1,64.64
6,2022,Las Vegas Street Circuit,Ferrari,21,74.64
7,2022,Las Vegas Street Circuit,Aston Martin,15,71.64
8,2022,Las Vegas Street Circuit,Aston Martin,7,67.64
9,2022,Las Vegas Street Circuit,McLaren,22,75.14
10,2022,Las Vegas Street Circuit,McLaren,14,71.14
11,2022,Las Vegas Street Circuit,Alpine,2,65.14
12,2022,Las Vegas Street Circuit,Alpine,17,72.64
13,2022,Las Vegas Street Circuit,Alfa Romeo,3,65.64
14,2022,Las Vegas Street Circuit,Alfa Romeo,20,74.14
15,2022,Las Vegas Street Circuit,Haas,11,69.64
16,2022,Las Vegas Street Circuit,Haas,6,67.14
17,2022,Las Vegas Street Circuit,AlphaTauri,19,73.64
18,2022,Las Vegas Street Circuit,AlphaTauri,12,70.14
19,2022,Las Vegas Street Circuit,Williams,18,73.14
20,2022,Las Vegas Street Circuit,Williams,8,68.14
21,2022,Las Vegas Street Circuit,AlphaTauri,13,70.64
22,2022,Las Vegas Street Circuit,Haas,16,72.14
1,2022,Miami International,Mercedes,14,86.06
2,2022,Miami International,Mercedes,11,84.56
3,2022,Miami International,Red Bull,12,85.06
4,2022,Miami International,Red Bull,5,81.56
5,2022,Miami International,Ferrari,20,89.06
6,2022,Miami International,Ferrari,18,88.06
7,2022,Miami International,Aston Martin,16,87.06
8,2022,Miami International,Aston Martin,13,85.56
9,2022,Miami International,McLaren,8,83.06
10,2022,Miami International,McLaren,21,89.56
11,2022,Miami International,Alpine,6,82.06
12,2022,Miami International,Alpine,9,83.56
13,2022,Miami International,Alfa Romeo,2,80.06
14,2022,Miami International,Alfa Romeo,4,81.06
15,2022,Miami International,Haas,7,82.56
16,2022,Miami International,Haas,1,79.56
17,2022,Miami International,AlphaTauri,3,80.56
18,2022,Miami International,AlphaTauri,15,86.56
19,2022,Miami International,Williams,17,87.56
20,2022,Miami International,Williams,22,90.06
21,2022,Miami International,AlphaTauri,10,84.06
22,2022,Miami International,Haas,19,88.56
1,2023,Monza,Mercedes,6,79.59
2,2023,Monza,Mercedes,21,87.09
3,2023,Monza,Red Bull,7,80.09
4,2023,Monza,Red Bull,20,86.59
5,2023,Monza,Ferrari,10,81.59
6,2023,Monza,Ferrari,15,84.09
7,2023,Monza,Aston Martin,12,82.59
8,2023,Monza,Aston Martin,11,82.09
9,2023,Monza,McLaren,3,78.09
10,2023,Monza,McLaren,19,86.09
11,2023,Monza,Alpine,8,80.59
12,2023,Monza,Alpine,13,83.09
13,2023,Monza,Alfa Romeo,14,83.59
14,2023,Monza,Alfa Romeo,4,78.59
15,2023,Monza,Haas,1,77.09
16,2023,Monza,Haas,16,84.59
17,2023,Monza,AlphaTauri,2,77.59
18,2023,Monza,AlphaTauri,18,85.59
19,2023,Monza,Williams,5,79.09
20,2023,Monza,Williams,9,81.09
21,2023,Monza,AlphaTauri,22,87.59
22,2023,Monza,Haas,17,85.09
1,2023,Silverstone,Mercedes,12,77.36
2,2023,Silverstone,Mercedes,17,79.86
3,2023,Silverstone,Red Bull,19,80.86
4,2023,Silverstone,Red Bull,9,75.86
5,2023,Silverstone,Ferrari,8,75.36
6,2023,Silverstone,Ferrari,16,79.36
7,2023,Silverstone,Aston Martin,11,76.86
8,2023,Silverstone,Aston Martin,10,76.36
9,2023,Silverstone,McLaren,14,78.36
10,2023,Silverstone,McLaren,7,74.86
11,2023,Silverstone,Alpine,13,77.86
12,2023,Silverstone,Alpine,4,73.36
13,2023,Silverstone,Alfa Romeo,15,78.86
14,2023,Silverstone,Alfa Romeo,21,81.86
15,2023,Silverstone,Haas,3,72.86
16,2023,Silverstone,Haas,6,74.36
17,2023,Silverstone,AlphaTauri,2,72.36
18,2023,Silverstone,AlphaTauri,22,82.36
19,2023,Silverstone,Williams,1,71.86
20,2023,Silverstone,Williams,18,80.36
21,2023,Silverstone,AlphaTauri,5,73.86
22,2023,Silverstone,Haas,20,81.36
1,2023,Spa-Francorchamps,Mercedes,20,77.85
2,2023,Spa-Francorchamps,Mercedes,18,76.85
3,2023,Spa-Francorchamps,Red Bull,16,75.85
4,2023,Spa-Francorchamps,Red Bull,4,69.85
5,2023,Spa-Francorchamps,Ferrari,7,71.35
6,2023,Spa-Francorchamps,Ferrari,10,72.85
7,2023,Spa-Francorchamps,Aston Martin,8,71.85
8,2023,Spa-Francorchamps,Aston Martin,17,76.35
9,2023,Spa-Francorchamps,McLaren,12,73.85
10,2023,Spa-Francorchamps,McLaren,15,75.35
11,2023,Spa-Francorchamps,Alpine,5,70.35
12,2023,Spa-Francorchamps,Alpine,2,68.85
13,2023,Spa-Francorchamps,Alfa Romeo,21,78.35
14,2023,Spa-Francorchamps,Alfa Romeo,3,69.35
15,2023,Spa-Francorchamps,Haas,11,73.35
16,2023,Spa-Francorchamps,Haas,9,72.35
17,2023,Spa-Francorchamps,AlphaTauri,1,68.35
18,2023,Spa-Francorchamps,AlphaTauri,14,74.85
19,2023,Spa-Francorchamps,Williams,6,70.85
20,2023,Spa-Francorchamps,Williams,22,78.85
21,2023,Spa-Francorchamps,AlphaTauri,19,77.35
22,2023,Spa-Francorchamps,Haas,13,74.35
1,2023,Suzuka,Mercedes,12,68.6
2,2023,Suzuka,Mercedes,15,70.1
3,2023,Suzuka,Red Bull,14,69.6
4,2023,Suzuka,Red Bull,17,71.1
5,2023,Suzuka,Ferrari,22,73.6
6,2023,Suzuka,Ferrari,7,66.1
7,2023,Suzuka,Aston Martin,4,64.6
8,2023,Suzuka,Aston Martin,5,65.1
9,2023,Suzuka,McLaren,11,68.1
10,2023,Suzuka,McLaren,6,65.6
11,2023,Suzuka,Alpine,18,71.6
12,2023,Suzuka,Alpine,13,69.1
13,2023,Suzuka,Alfa Romeo,20,72.6
14,2023,Suzuka,Alfa Romeo,9,67.1
15,2023,Suzuka,Haas,3,64.1
16,2023,Suzuka,Haas,21,73.1
17,2023,Suzuka,AlphaTauri,2,63.6
18,2023,Suzuka,AlphaTauri,19,72.1
19,2023,Suzuka,Williams,10,67.6
20,2023,Suzuka,Williams,1,63.1
21,2023,Suzuka,AlphaTauri,16,70.6
22,2023,Suzuka,Haas,8,66.6
1,2023,Monaco,Mercedes,18,77.41
2,2023,Monaco,Mercedes,21,78.91
3,2023,Monaco,Red Bull,22,79.41
4,2023,Monaco,Red Bull,20,78.41
5,2023,Monaco,Ferrari,6,71.41
6,2023,Monaco,Ferrari,15,75.91
7,2023,Monaco,Aston Martin,8,72.41
8,2023,Monaco,Aston Martin,1,68.91
9,2023,Monaco,McLaren,4,70.41
10,2023,Monaco,McLaren,10,73.41
11,2023,Monaco,Alpine,17,76.91
12,2023,Monaco,Alpine,16,76.41
13,2023,Monaco,Alfa Romeo,14,75.41
14,2023,Monaco,Alfa Romeo,12,74.41
15,2023,Monaco,Haas,9,72.91
16,2023,Monaco,Haas,3,69.91
17,2023,Monaco,AlphaTauri,13,74.91
18,2023,Monaco,AlphaTauri,5,70.91
19,2023,Monaco,Williams,19,77.91
20,2023,Monaco,Williams,11,73.91
21,2023,Monaco,AlphaTauri,7,71.91
22,2023,Monaco,Haas,2,69.41
1,2023,Circuit de Catalunya,Mercedes,20,80.17
2,2023,Circuit de Catalunya,Mercedes,4,72.17
3,2023,Circuit de Catalunya,Red Bull,8,74.17
4,2023,Circuit de Catalunya,Red Bull,5,72.67
5,2023,Circuit de Catalunya,Ferrari,12,76.17
6,2023,Circuit de Catalunya,Ferrari,2,71.17
7,2023,Circuit de Catalunya,Aston Martin,3,71.67
8,2023,Circuit de Catalunya,Aston Martin,10,75.17
9,2023,Circuit de Catalunya,McLaren,16,78.17
10,2023,Circuit de Catalunya,McLaren,14,77.17
11,2023,Circuit de Catalunya,Alpine,19,79.67
12,2023,Circuit de Catalunya,Alpine,6,73.17
13,2023,Circuit de Catalunya,Alfa Romeo,9,74.67
14,2023,Circuit de Catalunya,Alfa Romeo,15,77.67
15,2023,Circuit de Catalunya,Haas,7,73.67
16,2023,Circuit de Catalunya,Haas,18,79.17
17,2023,Circuit de Catalunya,AlphaTauri,11,75.67
18,2023,Circuit de Catalunya,AlphaTauri,22,81.17
19,2023,Circuit de Catalunya,Williams,13,76.67
20,2023,Circuit de Catalunya,Williams,21,80.67
21,2023,Circuit de Catalunya,AlphaTauri,17,78.67
22,2023,Circuit de Catalunya,Haas,1,70.67
1,2023,Hungaroring,Mercedes,14,73.17
2,2023,Hungaroring,Mercedes,13,72.67
3,2023,Hungaroring,Red Bull,4,68.17
4,2023,Hungaroring,Red Bull,12,72.17
5,2023,Hungaroring,Ferrari,20,76.17
6,2023,Hungaroring,Ferrari,7,69.67
7,2023,Hungaroring,Aston Martin,11,71.67
8,2023,Hungaroring,Aston Martin,5,68.67
9,2023,Hungaroring,McLaren,21,76.67
10,2023,Hungaroring,McLaren,3,67.67
11,2023,Hungaroring,Alpine,1,66.67
12,2023,Hungaroring,Alpine,9,70.67
13,2023,Hungaroring,Alfa Romeo,18,75.17
14,2023,Hungaroring,Alfa Romeo,10,71.17
15,2023,Hungaroring,Haas,22,77.17
16,2023,Hungaroring,Haas,16,74.17
17,2023,Hungaroring,AlphaTauri,19,75.67
18,2023,Hungaroring,AlphaTauri,6,69.17
19,2023,Hungaroring,Williams,17,74.67
20,2023,Hungaroring,Williams,8,70.17
21,2023,Hungaroring,AlphaTauri,2,67.17
22,2023,Hungaroring,Haas,15,73.67
1,2023,Interlagos,Mercedes,20,73.24
2,2023,Interlagos,Mercedes,17,71.74
3,2023,Interlagos,Red Bull,14,70.24
4,2023,Interlagos,Red Bull,9,67.74
5,2023,Interlagos,Ferrari,13,69.74
6,2023,Interlagos,Ferrari,16,71.24
7,2023,Interlagos,Aston Martin,3,64.74
8,2023,Interlagos,Aston Martin,11,68.74
9,2023,Interlagos,McLaren,15,70.74
10,2023,Interlagos,McLaren,2,64.24
11,2023,Interlagos,Alpine,8,67.24
12,2023,Interlagos,Alpine,4,65.24
13,2023,Interlagos,Alfa Romeo,1,63.74
14,2023,Interlagos,Alfa Romeo,5,65.74
15,2023,Interlagos,Haas,18,72.24
16,2023,Interlagos,Haas,12,69.24
17,2023,Interlagos,AlphaTauri,22,74.24
18,2023,Interlagos,AlphaTauri,6,66.24
19,2023,Interlagos,Williams,7,66.74
20,2023,Interlagos,Williams,19,72.74
21,2023,Interlagos,AlphaTauri,21,73.74
22,2023,Interlagos,Haas,10,68.24
1,2023,Bahrain International Circuit,Mercedes,18,82.45
2,2023,Bahrain International Circuit,Mercedes,3,74.95
3,2023,Bahrain International Circuit,Red Bull,11,78.95
4,2023,Bahrain International Circuit,Red Bull,6,76.45
5,2023,Bahrain International Circuit,Ferrari,12,79.45
6,2023,Bahrain International Circuit,Ferrari,13,79.95
7,2023,Bahrain International Circuit,Aston Martin,15,80.95
8,2023,Bahrain International Circuit,Aston Martin,4,75.45
9,2023,Bahrain International Circuit,McLaren,20,83.45
10,2023,Bahrain International Circuit,McLaren,10,78.45
11,2023,Bahrain International Circuit,Alpine,19,82.95
12,2023,Bahrain International Circuit,Alpine,5,75.95
13,2023,Bahrain International Circuit,Alfa Romeo,9,77.95
14,2023,Bahrain International Circuit,Alfa Romeo,8,77.45
15,2023,Bahrain International Circuit,Haas,14,80.45
16,2023,Bahrain International Circuit,Haas,2,74.45
17,2023,Bahrain International Circuit,AlphaTauri,7,76.95
18,2023,Bahrain International Circuit,AlphaTauri,16,81.45
19,2023,Bahrain International Circuit,Williams,1,73.95
20,2023,Bahrain International Circuit,Williams,22,84.45
21,2023,Bahrain International Circuit,AlphaTauri,21,83.95
22,2023,Bahrain International Circuit,Haas,17,81.95
1,2023,Yas Marina,Mercedes,12,79.17
2,2023,Yas Marina,Mercedes,10,78.17
3,2023,Yas Marina,Red Bull,20,83.17
4,2023,Yas Marina,Red Bull,22,84.17
5,2023,Yas Marina,Ferrari,17,81.67
6,2023,Yas Marina,Ferrari,14,80.17
7,2023,Yas Marina,Aston Martin,2,74.17
8,2023,Yas Marina,Aston Martin,16,81.17
9,2023,Yas Marina,McLaren,8,77.17
10,2023,Yas Marina,McLaren,15,80.67
11,2023,Yas Marina,Alpine,13,79.67
12,2023,Yas Marina,Alpine,18,82.17
13,2023,Yas Marina,Alfa Romeo,11,78.67
14,2023,Yas Marina,Alfa Romeo,3,74.67
15,2023,Yas Marina,Haas,7,76.67
16,2023,Yas Marina,Haas,1,73.67
17,2023,Yas Marina,AlphaTauri,21,83.67
18,2023,Yas Marina,AlphaTauri,4,75.17
19,2023,Yas Marina,Williams,19,82.67
20,2023,Yas Marina,Williams,5,75.67
21,2023,Yas Marina,AlphaTauri,6,76.17
22,2023,Yas Marina,Haas,9,77.67
1,2023,Red Bull Ring,Mercedes,18,70.69
